mlu	estado	revisado_antes	titulo	autor
MLU636484429	encargo	no	Las Reglas Del Boxeador - Jazmin Riera - Planeta - Libro	Jazmín Riera
MLU636506972	encargo	no	Mary Cassatt, Pintora Impresionista, Pollock Griselda	POLLOCK, GRISELDA
MLU636599429	encargo	no	Meet Taylor Swift, De Poppy Wilder. Editorial Blisshouse Publishing En Español	Poppy Wilder
MLU636616883	encargo	no	La Torah Los Cinco Libros De Mose	Anónimo
MLU636619587	encargo	no	Nacemos De Mujer Rich Adrienne	Adrienne Rich
MLU636619791	disponible	no	Sí Es Sí, No Es No, Y Siempre Lo Decido Yo Megan Madison	Megan Madison
MLU636632619	encargo	no	Hacia La Paz Interior Thich Nhat Hanh	Nhat Hanh, Thich
MLU636632851	disponible	no	Casos Clínicos Psicofarmacología Esencial De Stahl. Vol. 2	Stephen Stahl
MLU636639298	encargo	no	Pokémon. Pikachu Guía Esencial Definitiva. Nuevo/sellado	Montena
MLU636642537	encargo	no	El Hilo Invisible Patrice Karst	PATRICE KARST
MLU636667947	encargo	no	Beehive : Level 3 : Student Book With Online Practice	Helen Casey
MLU636669787	encargo	no	Cien Anos De Soledad Gabriel Garcia Marquez	Gabriel García Márquez
MLU636671305	encargo	no	Hasta Que Te Caigas Bien Elizabeth Clapés	Elizabeth Clapes
MLU636671327	encargo	no	Las Almas De Brandon César Brandon Ndjocu	Ndjocu, Cesar Brandon
MLU636674103	encargo	no	Ayurveda Doméstico María De Ezcurra	de Ezcurra, María
MLU636681225	encargo	no	El Libro Del Pan : Reflexiones E Innovaciones	Chad Robertson
MLU636684649	disponible	si	The adidas Archive. The Footwear Collection	Christian Habermeier
MLU636719999	encargo	no	Come Grasa Y Adelgaza Mark Hyman	MD Mark Hyman
MLU636720295	encargo	no	250 Curiosidades De Los Animales Susaeta	Equipo Susaeta
MLU636733859	encargo	no	El Mundo Azul Ama Tu Caos Espinosa	Espinosa, Albert
MLU636734445	encargo	no	Noticias Sobre Antigüedades Indian De La Banda Oriental	Ameghino, Florentino
MLU636741818	encargo	no	Aviónes De Combate 50 F-14 A Tomcat Marina De Estados Unidos	Salvat
MLU636880345	disponible	no	El Hilo Invisible Patrice Karst	PATRICE KARST
MLU636883981	encargo	no	Bright Ideas Starter Wb & Osp Pack - 2019-palin, Cheryl-oxf	Palin, Cheryl
MLU636887227	disponible	si	Psiquiatras Psicologos Y Otros Enfermos - Muñoz Avia,rod...	Muñoz Avia, Rodrigo
MLU636887231	disponible	si	La Odisea De Los Hombres Buenos De Albert Pla, De Albert Pla. Editorial Sudamericana En Español	PLA, ALBERT
MLU636888277	encargo	no	El Gran Libro De Lucía, Mi Pediatra - Lucía Galán Bertrand	Galán Bertrand, Lucía
MLU636892152	encargo	no	No + Palidas: Cuatro Actitudes Para El Exito Enrique Baliño	Baliño, Enrique
MLU636892199	encargo	no	Abraza Tus Partes Rotas María Ros	María Ros
MLU636896147	encargo	no	Una Vida Valiosa - Manuela O'connell	O'connell, Manuela
MLU636900261	encargo	no	Las Consignas De Enseñanza De La Lengua. Dora Riestra	Dora Riestra
MLU636901305	encargo	no	Pasta Grannies, De Bennison, Vicky. Editorial Ediciones Salamandra, Tapa Dura En Español	Vicky Bennison
MLU636901307	encargo	no	El Dia Que Mi Hija Me Llamo Zorra - Sara Desiree Ruiz	Sara Desiree Ruiz
MLU636910806	disponible	si	Nacimientos Bajo Control : El Parto En Las Edades Moderna	Sonia García Galán
MLU636913165	encargo	no	Libro Hacia La Paz Interior De Thich Nhat Hanh, Original	THICH NHAT HANH
MLU636913167	encargo	no	Compass 2 - Language Log	LI, Jennifer
MLU636914263	encargo	no	Lexicon Italiano . Italiano - Español Español - Italiano	X.X.
MLU636926005	encargo	no	Libro: La Torah. Vv.aa.. Obelisco Ediciones	Atías, Iom Tov
MLU636938887	disponible	si	Arteterapia. Colorea Y Enmarca. Princesas, De Vários Autores. Editorial Hachette, Tapa Blanda En Español	Varios autores
MLU636939973	encargo	no	Libro Guía Completa Del Entrenamiento En Suspensión Con El	Dawes, Jay
MLU636942619	encargo	no	Bebop And Friends 3 Students Book With Navio App +digital Sb	PEIMBERT, Lorena & MONTERRUBIO, Myriam
MLU636964803	encargo	no	Corro Porque Caminar Me Cansa - Turull,sergio	Turull Serratosa, Sergio
MLU636982953	encargo	no	El Metodo No Dieta Mónica Katz	Mónica Katz
MLU636989709	disponible	si	La Tribu Que Sana - Quim Mesalles	VV. AA.
MLU636989713	encargo	no	Mi Aventura Sin Gluten - Alejandra Temporini - Grijalb Libro	Alejandra Temporini
MLU637010469	encargo	no	Hellboy Integral 1 - Mike Mignola - Norma Tapa Dura	Mignola, Mike
MLU637049247	encargo	no	Una Vida Valiosa, De O'connell, Manuela. Editorial Ediciones B, Tapa Blanda En Español, 2018	O'connell, Manuela
MLU637053427	encargo	no	Metafísica, De Franz Hartmann. Editorial Kier En Español	Franz Hartmann
MLU637066339	encargo	no	Tú Me Amas, De Caroline Kepnes. Editorial Nocturna Ediciones En Español	Kepnes, Caroline
MLU637078361	disponible	si	Locos Egregios, De Juan Antonio Vallejo-nágera. Editorial Dossat En Español	Juan Antonio Vallejo-Nágera
MLU637323357	encargo	no	Ready For B2 First Student's With Key And Digital Student's	Roy Norris
MLU637325987	encargo	no	El Cansancio De Los Buenos Roberto Almada	Almada, Roberto
MLU637326091	encargo	no	A2 Key For Schools Trainer 1 For The Revised Exam From 2020	Varios autores
MLU637326343	encargo	no	Doom Patrol 1	Morrison
MLU637337409	disponible	no	En Continua Evolución Ginnobili Santiago	Ginnobili, Santiago
MLU637337415	disponible	no	500.000 Seguidores En 5 Meses	Víctor Heras
MLU637339329	disponible	no	Polémica Sobre La Conquista Española De América	Sebastián Quesada Marco
MLU637375193	encargo	no	De Tom Y Jerry A Las Supernenas Mauricio José Schwarz	Mauricio José Schwarz
MLU637375249	disponible	si	La Aguja Hueca: Descubre Las Historias Que Cambiaron La Vida	Maurice Leblanc
MLU637385771	encargo	no	La Riqueza De Las Naciones De Smith	Adam Smith
MLU637409425	encargo	no	Insectos, Anfibios Y Reptiles Jean-jacques Bignon	Jean-Jacques Bignon
MLU637419392	encargo	no	Vampire Academy. Bendecida Por Las Sombras, Richelle Mead	Richelle Mead
MLU637548910	encargo	no	Voces En La Oscuridad, Los Gatos Guerreros, Hunter	Hunter, Erin
MLU637625966	encargo	no	¡vaya Lío De Familia!, Pascale Francotte	Pascale Francotte
MLU637666831	encargo	no	Learn With Ollie 3 Student's Pack	Unknown Author
MLU637688735	encargo	no	Agenda 2024 - Palabras Semillas (td) - Brujita De Papel	Magela Demarco
MLU637698878	disponible	si	Un Super Papá Llamado	VV. AA.
MLU637698906	encargo	no	Walden Thoreau David Losada	Thoreau, Henry David
MLU637724784	disponible	si	Una Posibilidad Entre Mil, Cristina Durán	Durán Cristina y Giner Bou Miguel A
MLU637727761	encargo	no	Wider World 2 Students' Book & Ebook	Pearson
MLU637740163	encargo	no	Genocidio Y Resistencia Juan Pablo Artinian	Juan Pablo Artinian
MLU637772847	disponible	si	La Medicalización Del Sexo : El Viagra Femenino	Marta I. González García
MLU637773001	encargo	no	100 Veces Redondos Patricio Rey	Fernando García
MLU637773023	disponible	no	Talk That Talk Rihanna Estándar	
MLU637778860	encargo	no	Simón En Ya Llega La Navidad (coleccion Simón) Cartone	Pomés Leiz, Juliet
MLU637781488	encargo	no	Paw Patrol Patrulla Caninna Vehiculos Libro Sonidos	Dial Book
MLU637787841	encargo	no	Bright Ideas 4 Ab & Osp Pk	Charlotte Coville
MLU637800475	encargo	no	Transforma Tu Vida Con Ho Oponopono: Aprende La Técnica De Sanación Ancestral Hawaiana, De Nicandro Pereyra. Editorial Independently Published En Español	Nicandro Pereyra
MLU637813211	encargo	no	Pensar Lo Psicomotor, De Leticia González. Editorial Corporaediciones En Español	LETICIA GONZÁLEZ
MLU637815291	disponible	si	En Busca De La Ayahuasca Y Otros Desvios Paul Theroux	Paul Theroux
MLU637826437	encargo	no	Hongos Mágicos: La Guía Completa, De Allan Trevor. Editorial Independently Published En Español	Trevor, Allan
MLU637826747	encargo	no	Bright Ideas: Level 4 Pack	Cheryl Palin
MLU637839199	encargo	no	Dios Salve A Pep: Retrato De Una Coronación, De Marti Perarnau. Editorial Corner En Español	Marti Perarnau
MLU637841151	encargo	no	Dr. Sebi Dietas Alcalinas Antiinflamatorias Y Hierbas	Rehtse Trendie Ph.D
MLU637872892	encargo	no	Maravilloso Desastre (beautiful 1)	Jamie McGuire
MLU637876908	encargo	no	Krao Vs. Italianini 2, La Conquista Del Mundo, Krao.	Krao
MLU637878251	encargo	no	¿ Qué Hay Después De La Muerte ? Emilio Carrillo Benito	Carrillo Benito, Emilio
MLU637883456	encargo	no	Poda E Injerto De Frutales Vv.aa.	VV. AA.
MLU637883606	encargo	no	Laboratorio Uruguay - Estenssoro, María Eugenia; Naishtat, S	Estenssoro, María Eugenia; Naishtat, S
MLU637886216	encargo	no	Ratoncito Raton Perez Dientes	Meritxell Marti
MLU637887248	encargo	no	Verum Trilogia Nocte 2	Cole, Courtney
MLU637892946	encargo	no	Enciclopedia Ilustrada De Minerales, Rocas Y Fósiles	Carmen Martul Hernández
MLU637927049	encargo	no	100 Veces Redondos Jose Bellas Hay Stock	Bellas, Jose
MLU637927055	encargo	no	Que Hay Despues De La Muerte? - Carrillo Benito,emilio	Carrillo Benito, Emilio
MLU637927057	disponible	no	Primavera Silenciosa - Rachel Carson	Carson, Rachel
MLU637940037	encargo	no	El Género Y Nuestros Cerebros - Rippon, Gina	Rippon, Gina
MLU637940041	disponible	si	Libro La Espia De Cristal - Pere Cervantes	PERE CERVANTES
MLU637943634	encargo	no	Trenzas Gauchas, Lopez Osornio Mario A.	Lopez Osornio, Mario A.
MLU637967562	encargo	no	Registros Akashicos, Claudia Federica Zosi	Claudia Federica Zosi
MLU637967768	encargo	no	¿puedo Mirar Tu Pañal? - Van, Guido	VAN, GUIDO
MLU637991517	encargo	no	Yolo Aventuras 3 Y Los Impostores Del Espacio, De Yolo. Editorial Editorial Planeta Mexicana En Español	Yolo
MLU637991684	encargo	no	Miseria - Dolores Reyes	DOLORES REYES
MLU638002894	encargo	no	Que Es Esto? Cecilia Blanco Esi Sexualidad Infantil	Cecilia Blanco
MLU638011535	encargo	no	Estuche Trilogía De La Ciudad Blanca Eva Garcia	Eva García Sáenz de Urturi
MLU638039351	encargo	no	Helbling Readers Red Series 3 Adventures Of Tom Sawyer	VV. AA.
MLU638043119	encargo	no	Sidur Cabalístico, De Rabí Moshé Cordovero. Editorial Independently Published En Español	Rabí Moshé Cordovero
MLU638043139	encargo	no	Dr. Sebi Dietas Alcalinas, Antiinflamatorias Y Hierbas Medicinales, De Rehtse Trendie Ph.d. Editorial Independently Published En Español	Rehtse Trendie Ph.D
MLU638050485	encargo	no	El Hijo Del   Ajedrecista    Fernando Rodriguez Mondragon	Fernando Rodriguez Mondragon ·
MLU638050497	encargo	no	50 Cápsulas De Amor Propio Sara Espejo	SARA ESPEJO
MLU638063093	encargo	no	Sobre La Vida Feliz Lucio Anneo Seneca	Lucio Anneo Seneca
MLU638063113	disponible	si	Discapacidad Intelectual Miguel Ángel Verdugo Alonso	Miguel Ángel Verdugo Alonso
MLU638063323	encargo	no	Libros Trilogia De La Ciudad Blanca [ Original ] Estuche	Eva García Sáenz de Urturi
MLU638098401	encargo	no	Sobre La Muerte Y Los Moribundos Kubler Ross Elisabeth Usado	Kublerross, Elisabeth
MLU638098709	encargo	no	Libro Ayudarse A Si Mismo Lucien Auguer	Lucien Auguer
MLU638098945	encargo	no	Obstetricia 7ma. Edición Carlos Duverges Ricardo Fescina	Carlos Duverges Ricardo Fescina
MLU638122849	encargo	no	Obstetricia - 7ma Edicion - Deverges / Fescina / Schwarcz	Carlos Deverges / Ricardo Fescina / Ricardo Leopoldo Schwarcz
MLU638246773	encargo	no	Estilos Neuroticos	Shapiro David
MLU638260099	encargo	no	Discursos De La Servidumbre Voluntaria, De Étienne De La Boétie. Editorial Akal, Tapa Blanda En Español	Boétie, Étienne de La
MLU638261937	encargo	no	Guía De Bolsillo Del Dsm5 Abraham M. Nussbaum	Nussbaum, Abraham M.
MLU638261957	encargo	no	Cómo Ganar Dinero Con Las 27 Técnicas En Bienes Raíces	DANNY CCOICCA
MLU638277817	disponible	si	El Verdadero Yo : ¡ En Pie ! John Powell	John Powell, SJ
MLU638298985	encargo	no	Sólo Los Paranoides Sobreviven	Andrew S. Grove
MLU638300849	encargo	no	Neurodesarrollo En Neonatología Graciela Basso	Graciela Basso
MLU638300853	encargo	no	Espabila De Una Puta Vez José Montañez	José Montañez
MLU638311629	disponible	si	Cambridge Igcse Spanish As A First Language - Student`s Kel	PUENTE, Laura & PRIEGUE, Jacobo & VALBUENA, Ana
MLU638311631	encargo	no	First For Schools Trainer 2 Six Practice Tests Without Answe	No informa
MLU638324591	disponible	si	La Experiencia Contemplativa, De Fajardo, Olga. Editorial Kairós En Español	Fajardo, Olga
MLU638326323	encargo	no	Winnie Y Wilbur Los Piratas ( Coleccion Winnie Y Wilbur )	Korky Korky
MLU638326363	encargo	no	Libro Entre Mi Hijo Y Yo, La Luna Paez Carlos	Paez vilaró Carlos
MLU638342199	disponible	no	Polémica Sobre La Conquista Española De América, De Sebastián Quesada Marco. Editorial Unión Editorial En Español	Sebastián Quesada Marco
MLU638352251	encargo	no	Winnie Y Wilbur El Caballero Revoltoso ( Coleccion Winnie Y	Korky Korky
MLU638374270	encargo	no	El Caso Del Reloj De 1812 -un Libro De Aventuras Con Olores	FONSECA, JAVIER y GONZÁLEZ, JOAQUÍN (Ilustr.)
MLU638376899	disponible	si	Recuperación Zona, De Patrick J. Carnes. Editorial Gentle Path Press En Español	Patrick Carnes
MLU638506385	encargo	no	La Tinta De Mis Ojos	Ocaña, Aitana
MLU638515699	encargo	no	Mentalidad Mamba ( Con Detalle ) - Kobe King Wesley Bryant	King Wesley Bryant
MLU638518809	disponible	no	Sí Es Sí, No Es No, Y Siempre Lo Decido Yo, De Megan Madison. Editorial Penguin Kids En Español	Megan Madison
MLU638519735	disponible	si	Libro De Oraciones Y Decretos (t) . Meditaciones Diarias	GERMAIN SAINT
MLU638568983	encargo	no	Libro Los Puntos De Bordado Esenciales Atelier Fil	Atelier Fil
MLU638581391	encargo	no	Libro Sashiko 365: Un Nuevo Motivo Bordado Para Cada Día	Susan Briscoe
MLU638586727	disponible	si	Microtraumas: Reconoce Y Combate Los Devastadores Efectos	DRA. MEG ARROLL
MLU638595637	encargo	no	Dame Reggaetón, Platón Josep Soler	JOSEP SOLER
MLU638595855	encargo	no	Manual De Aplicación De Las 5 Leyes Biológicas Mark Ulrich P	MARK ULRICH PRISTER
MLU638602933	encargo	no	Libro Cambridge Igcse And O Level Global Perspectives Course	Keely Laycock
MLU638603663	encargo	no	Libro Bordado Sashiko Con Hilos Contados Keiko Sakamoto	Keiko Sakamoto
MLU638639571	encargo	no	Libro Grammar And Vocabulary For First And First For Schools	THOMAS, Barbara & OTHERS
MLU638641699	encargo	no	Los Guardianes Ser Enseñanzas Espirituales Eckhart Tolle	Eckhart Tolle
MLU638652041	encargo	no	Libro Palabras Semilla Magela Demarco Outlet Con Detalle	Magela Demarco
