prioridad,mlu,titulo,isbn,stock,publicaciones_mismo_isbn,categoria,enriquecida,ficha_ampliada,falta,motivo,google_books,open_library,bne,loc,dnb
463,MLU681515776,"El Test De Bender Infantil, De Casullo, María Martina. Editorial Guadalupe En Español",9789505006717,2,2,psicologia/psicologia-infantil,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
464,MLU681528730,El Test De Bender Infantil Normas Regionales - Maria Casullo,9789505006717,2,2,psicologia/psicologia-infantil,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
465,MLU684880754,Libro: La Cocina De La Política Económica Argentina De Pablo,9789500770620,2,2,cocina-gastronomia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
466,MLU685314642,Unicornios (libro De Juegos Y Puzzle 30 Piezas),9789878203737,2,2,infantil-juvenil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
467,MLU687202898,"Libro La Clinica Psicoanalitica Contemporanea - Green,andre",9789505182800,2,2,medicina-salud,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
468,MLU687629262,Mi Primer Libro De Arte Para Colorear Con Pegatinas,9781409558033,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
469,MLU687691896,Libro+ Casa+ 3 Personajes Cumpleaños Peppa Pig,9788794216302,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
470,MLU688066110,Gigantosaurus Stick & Stack Dinosaurios Stickers Removibles,9788427872448,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
471,MLU688079136,"Libro Giganteosaurus - Stick & Stack, De Vv. Aa.. Editorial Panini Fondo, Tapa Blanda ( 2021)",9788427872448,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
472,MLU688184404,Intensamente 2 - Libro Para Pintar Y Acuarelas,9786313031177,2,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
473,MLU689632158,"Letramania 2 - Jugamos Con Mayusculas, De Johnson, Sally. Editorial Kel Ediciones, Tapa Blanda En Español",9789509255838,2,2,infantil-juvenil/actividades-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
474,MLU690353270,Libro Otro Lacan De Alfredo Eidelsztein,9789506496296,2,2,psicologia/psicoanalisis,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
475,MLU692520570,Mi Primer Balance + Ajuste Por Inflación - Colección Práctic,9789870124467,2,2,negocios-economia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
476,MLU693155252,"Libro El Espejo Del Alma, Dr. Walter Dresel",9789502806815,2,2,desarrollo-personal,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
477,MLU694838774,"Concepto De Objeto En La Teoría Psicoanalítica, El - Diana",9789509515277,2,2,psicologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
478,MLU700547188,"Unicornios - Libro De Juegos Y Puzzle, De Vv. Aa.., Vol. 1. Editorial El Gato De Hojalata, Tapa Blanda En Español, 2024",9789878203737,2,2,infantil-juvenil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
479,MLU702907426,Libro Pedro Paramo 60 A/os De Juan Rulfo,9786078295289,2,2,literatura-ficcion/novela,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
480,MLU711599942,New Close-up B1 3/ed.- Workbook,9780357434031,2,2,idiomas-aprendizaje/ingles,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
481,MLU720012644,"Mi Pequeña Biblioteca De Criaturas Mágicas, De Peppa Pig. Editorial Beascoa, Tapa Dura",9788448858353,2,2,infantil-juvenil,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
482,MLU725511822,"Peppa Pig: La Pequeña Biblioteca De Peppa, De Hasbro; Eone. Editorial Beascoa En Español",9788448860981,2,2,infantil-juvenil/primera-infancia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
483,MLU728176210,"Sutilezas Análiticas - Miller, Jacques-alain",9789501288612,2,2,psicologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
484,MLU732307380,"Lenguaje Olvidado, El",9789501244557,2,2,idiomas-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
485,MLU758487010,Psicoanalisis Extramuros - Silvia Bleichmar,9789872576615,2,2,psicologia/psicoanalisis,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
486,MLU760868470,Paradigma Borderline De La Afanisis Al Ataque De Panico,9789508925534,2,2,psicologia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
487,MLU762542614,"Coco Juega Con Las Regletas I, De Gómez Araujo, Inés., Vol. 1. Editorial Atomo Games Editorial (libros), Tapa Blanda En Español",9788409582068,2,2,infantil-juvenil/actividades-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
488,MLU767443772,"Moriarty El Patriota, De Takeuchi, Tyosuke., Vol. 12. Editorial Norma Editorial, S.a., Tapa Blanda En Español",9788467949650,2,2,comics-manga,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
489,MLU781823370,Sabiduria Financiera - Raimon Samso - Libro Original,9788409198214,2,2,desarrollo-personal,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
490,MLU794687724,Diario Llegada Bebé Niño - Álbum Recuerdos Emotivo,9788428571609,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
491,MLU804637364,Libro Irb Transforma El Miedo En Amor De Ximena Duque Valen,9789584647665,2,2,desarrollo-personal,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
492,MLU827082652,Libro El Estofado Del Lobo - Keiko Kasza,9789875458222,2,2,infantil-juvenil,no,no,editorial · páginas · idioma · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
493,MLU845059454,Historia Visual De La Segunda Guerra Mundial,9788491994404,2,2,historia/historia-mundial,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
494,MLU862968034,"Granja, La Libro De Juegos Y Puzzle, De Anónimo. Editorial El Gato De Hojalata, Tapa Blanda En Español",9789878203768,2,2,infantil-juvenil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
495,MLU873576710,"¿qué Es La Psicomotricidad?: Los Trastornos Psicomotores Y La Práctica Psicomotriz, De Calmels, Daniel. N/a, Vol. Volumen Unico. Editorial Homo Sapiens, Tapa Blanda, Edición 1 En Español",9789877712643,2,2,psicologia/psicomotricidad,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
496,MLU907608712,"Intervención Neuropsicológica En Los Trastornos Adquiridos Del Lenguaje, De Pérez, Miguel Ángel. Editorial Sintesis, Tapa Blanda En Español",9788491713869,2,2,idiomas-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
497,MLU912824472,"Libro Linterna ¡ciencia Brillante! Gabby's Dollhouse, De Pi Kids. Editorial Phoenix International Publications, Tapa Blanda, Edición 1 En Español, 2025",9798384600442,2,2,ciencia-tecnologia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
498,MLU912824496,Paw Patrol Gira Y Vuela Libro Interactivo Stem,9798384602170,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
499,MLU912837496,"Libro Gggb Nick Paw Patrol, De Varios, Vol. 1. Editorial Phoenix International Publications, Tapa Dura (2025)",9798384602170,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
500,MLU912837514,¡feliz Vierrrnes! Gabby's Dollhouse Libro Sonoro,9781503774827,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
501,MLU914240366,"La Casa De Muñecas De Gabby. Feliz Viernes (7 Sonidos), De Varios., Vol. 1. Editorial Phoenix International, Tapa Dura En Español, 2024",9781503774827,2,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
502,MLU925905782,"Didactica De La Gestion-conduccion. Pedagogia Del Territorio, De Sanchez, Sandra. Editorial Novedades Educativas, Tapa Blanda En Español",9789875385627,2,2,negocios-economia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
503,MLU648528566,Libre Niñez: Un Manifiesto,9789878806297,13,2,otros-libros,no,si,páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
504,MLU611841330,Libro - El Señor Tormenta - Alberto Pez Y Roberto Cubillas,9789875730243,8,2,otros-libros,no,si,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
505,MLU600839928,"Libro - Edipo Gay. Segunda Edición Ampliada - Reitter, Jorge",9780978968953,3,2,otros-libros,no,si,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
506,MLU641987543,Escritura Caligrafia Estimulacion De Destreza Motoras Fina,9788416744046,3,2,otros-libros,no,si,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
507,MLU701156572,Sanar Dentro De Nuestras Relaciones Alcohólicas,9781958383070,3,2,otros-libros,no,si,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
508,MLU717117712,Un Principio Espiritual Por Día Narcóticos Anónimos,9781633804241,3,2,otros-libros,no,si,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
509,MLU695320462,Valor Para Cambiar Un Día A La Vez Al-anon Edicion Grande,9780996306409,4,1,otros-libros,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
510,MLU650928330,"108 Fórmulas Mágicas Para Tu Día A Día, De Swami Manuel. Editorial Manuel Sánchez Méndez, Tapa Blanda En Español, 2022",9788409458462,5,2,otros-libros,no,no,páginas · temas,falta_google_books,pendiente,pendiente,pendiente,pendiente,pendiente
511,MLU632113871,"Libro La Educación Preventiva En El Jardín Maternal, De Susana Lujan Divito. Editorial Cinco",9789509693760,6,2,educacion/pedagogia,no,no,páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
512,MLU757474434,Padre Pío. Los Milagros Desconocidos Del Santo De Los Est...,9788492654703,6,2,religion-espiritualidad,no,no,editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
513,MLU1038784210,Abremente 10-11 Años,9789876371759,1,2,infantil-juvenil/actividades-aprendizaje,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
514,MLU1038819792,Atlas Explora Las Maravillas De Nuestro Mundo,9781474887038,1,2,medicina-salud/anatomia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
515,MLU1043733256,"Los Caminos Del Silencio Interior, De Edith Stein. Editorial Ede Editorial De Espiritualidad En Español",9788470683602,1,2,religion-espiritualidad/espiritualidad,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
516,MLU1201839980,Teoría Del Lenguaje Musical 2° Grado Elemental Pilar De La Vega Sestelo,9788495262660,1,2,idiomas-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
517,MLU1201986078,"Hasta Que Caiga La Luna, De Sarah A. Parker. Editorial Penguin Random House, Tapa Dura En Español",9788401037498,1,2,literatura-ficcion/ciencia-ficcion-fantasia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
518,MLU1206085356,"Clinica Veterinaria, De Pabol, Kristen. Editorial Globe Publishing En Español",9788742551943,1,2,medicina-salud,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,sin_datos,sin_datos
519,MLU1240880766,"Habitos - Guia Practica Para Armar Rutinas Saludables, De Pereyra, Facundo . Editorial Ateneo, Tapa Blanda En Español",9789500214933,1,2,desarrollo-personal,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
520,MLU1243832142,Juego Cartas Robo Histórico Curiosea Historia Trivia Box,9788448041779,1,2,historia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
521,MLU1262639976,Marvel Spidey Y Sus Sorprendentes Amigos Libro Puzle,9782764375242,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
522,MLU1315867494,Cien Mil Millones De Poemas Homenaje A Queneau,9791399086072,1,2,literatura-ficcion/poesia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
523,MLU1317659464,Papa Francisco Los Tweets De Francisco 2 Mensajes Diarios,9789876161848,1,2,religion-espiritualidad/espiritualidad,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
524,MLU1421304746,Kit Desarrollo De La Conciencia Fonológica Tarjetas Juegos,9789878840703,1,2,infantil-juvenil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
525,MLU1430950462,Libro Torres García Un Monde Construit Art Moderno,9782850258275,1,2,arte-diseno-fotografia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,encontrado,sin_datos,error,sin_datos
526,MLU1435128150,Escribo Con Stitch Colorea Letras Aprendizaje Disney,9788419487490,1,2,infantil-juvenil/literatura-infantil,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
527,MLU1435128188,Let's Learn About: The Ocean K1 Immersion - Student's Bo,9781292393230,1,2,idiomas-aprendizaje/ingles,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
528,MLU1435969280,Mis Primeras Formas. Cofre Con Tres Libros Para Bebés,9791039517058,1,2,infantil-juvenil/primera-infancia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
529,MLU1438418278,Revolucion Y Guerra - Tulio Halperin Donghi,9789878010618,1,2,historia/historia-mundial,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,error,sin_datos
530,MLU1445451016,"Calendario Del Bebé: ¡con Muchas Pegatinas!, De Mcbratney, Sam. Adivina Cuánto Te Quiero, Vol. 1. Editorial Editorial Kókinos, Tapa Dura En Español",9788417742188,1,2,infantil-juvenil/primera-infancia,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
531,MLU1447642842,Peppa Pig. Gran Libro Colorear. Av Magic,9788448871062,1,2,infantil-juvenil/actividades-aprendizaje,no,no,editorial · páginas · año · temas,falta_google_books,pendiente,sin_datos,sin_datos,sin_datos,sin_datos
532,MLU1468239328,Libro Kotler Marketing 5.0 Tecnología Para La Humanidad,9788418709876,1,2,negocios-economia,no,no,autor · editorial · páginas · temas,falta_google_books,pendiente,encontrado,encontrado,sin_datos,sin_datos
